.feature,albut,gene_id,gene_name,entrezid,gene_biotype,gene_seq_start,gene_seq_end,seq_name,seq_strand,seq_coord_system,symbol,GRangesList,.abundant,logFC,logCPM,F,PValue,FDR
ENSG00000184007,untrt,ENSG00000184007,PTP4A2,NA,protein_coding,32372022,32410457,1,-1,NA,PTP4A2,,TRUE,0.2548145926470821,7.517049360876528,14.025152093420585,0.005413570616183642,0.02339661482587264
ENSG00000184009,untrt,ENSG00000184009,ACTG1,NA,protein_coding,79476997,79490873,17,-1,NA,ACTG1,,TRUE,0.6088107180258049,11.253338140703066,31.803814935402883,4.450194822681347e-4,0.003862332574715157
ENSG00000184014,untrt,ENSG00000184014,DENND5A,NA,protein_coding,9160372,9286937,11,-1,NA,DENND5A,,TRUE,0.16066208333604254,7.343857166915906,6.1069549013795195,0.037928160174927145,0.09658520609943871
ENSG00000184047,untrt,ENSG00000184047,DIABLO,NA,protein_coding,122692210,122712081,12,-1,NA,DIABLO,,TRUE,-0.18848268570914006,1.6157313476665804,1.5661555808266774,0.24527214107269024,0.38139075558715724
ENSG00000184056,untrt,ENSG00000184056,VPS33B,NA,protein_coding,91541646,91565833,15,-1,NA,VPS33B,,TRUE,-0.032725531850629985,3.6224321366097474,0.12233321872905795,0.7353267951529194,0.8232957938891164
ENSG00000184060,untrt,ENSG00000184060,ADAP2,NA,protein_coding,29233362,29286340,17,1,NA,ADAP2,,TRUE,-0.4777137780173709,-0.2267192718865034,2.2487271442281083,0.17124305837093934,0.293944486701399
ENSG00000184068,untrt,ENSG00000184068,RP5-821D11.7,NA,antisense,42227219,42230669,22,-1,NA,NA,,TRUE,-0.28423298567902666,0.09084541612456498,1.9283127855775974,0.20149919747508485,0.3311398430490353
ENSG00000184076,untrt,ENSG00000184076,UQCR10,NA,protein_coding,30163358,30166402,22,1,NA,UQCR10,,TRUE,0.04697995060864877,4.898191707646175,0.4759038705354416,0.509323311209146,0.6412333708096103
ENSG00000184083,untrt,ENSG00000184083,FAM120C,NA,protein_coding,54094757,54209714,X,-1,NA,FAM120C,,TRUE,0.35181322812325655,4.366040668502904,22.01573934558636,0.001454878635832113,0.009065100608083815
ENSG00000184100,untrt,ENSG00000184100,BRD7P2,NA,pseudogene,159818478,159820661,3,1,NA,BRD7P2,,TRUE,-0.07795593409000795,2.891452213582094,0.5947883035796397,0.4622055586890087,0.6000722040988956
ENSG00000184110,untrt,ENSG00000184110,EIF3C,NA,protein_coding,28699879,28747051,16,1,NA,EIF3C,,TRUE,-0.14588716592859574,8.542831886789678,4.1483303595984165,0.07517929334138444,0.1610894413225796
ENSG00000184117,untrt,ENSG00000184117,NIPSNAP1,NA,protein_coding,29950797,29977326,22,-1,NA,NIPSNAP1,,TRUE,-0.21427798979654955,4.891668034038552,8.967653535267875,0.01672734842313267,0.05276287403185006
ENSG00000184139,untrt,ENSG00000184139,RPL7AP28,NA,pseudogene,132778498,132779068,4,-1,NA,RPL7AP28,,TRUE,-0.3981811151128014,0.4837508430678912,2.947904378236584,0.12342330405149328,0.23149682491156306
ENSG00000184154,untrt,ENSG00000184154,LRTOMT,NA,protein_coding,71791382,71821828,11,1,NA,LRRC51,,TRUE,-0.23101497131189455,2.744722123573724,3.919548016667664,0.08218273353839904,0.17214812762495635
ENSG00000184162,untrt,ENSG00000184162,NR2C2AP,NA,protein_coding,19312225,19314233,19,-1,NA,NR2C2AP,,TRUE,0.5212952725535506,1.4803034824503654,15.155708578228326,0.004371603066213717,0.020017869589568617
ENSG00000184163,untrt,ENSG00000184163,FAM132A,NA,protein_coding,1177826,1182102,1,-1,NA,C1QTNF12,,TRUE,0.2007837094476039,-0.5824291646245073,0.4458982296067621,0.5226596012485484,0.6529505802660794
ENSG00000184164,untrt,ENSG00000184164,CRELD2,NA,protein_coding,50311815,50321188,22,1,NA,CRELD2,,TRUE,-0.16324695594965613,5.144682671840643,0.9747367712426375,0.351720624695595,0.4924830902850401
ENSG00000184178,untrt,ENSG00000184178,SCFD2,NA,protein_coding,53739149,54232242,4,-1,NA,SCFD2,,TRUE,-0.16635490340311537,3.7456241736674283,3.6718493841561943,0.0907399311008457,0.1853720413171555
ENSG00000184182,untrt,ENSG00000184182,UBE2F,NA,protein_coding,238875469,238951236,2,1,NA,UBE2F,,TRUE,0.07672184907445329,3.1422855532277305,0.6444856491503308,0.44472359922722315,0.5834638801625138
ENSG00000184185,untrt,ENSG00000184185,KCNJ12,NA,protein_coding,21279509,21323179,17,1,NA,KCNJ12,,TRUE,0.9140812185010654,1.044114226349394,37.02320139208396,2.662215007645874e-4,0.0027195918031923147
ENSG00000184194,untrt,ENSG00000184194,GPR173,NA,protein_coding,53078273,53109797,X,1,NA,GPR173,,TRUE,-0.5702281989504194,2.4566725240154863,16.706049896937323,0.0033168425999371954,0.01637446845833843
ENSG00000184203,untrt,ENSG00000184203,PPP1R2,NA,protein_coding,195241221,195270209,3,-1,NA,PPP1R2,,TRUE,0.1180492812350094,5.100590714040249,2.4878669693988096,0.1524405618880584,0.2698104325069243
ENSG00000184205,untrt,ENSG00000184205,TSPYL2,NA,protein_coding,53111549,53117722,X,1,NA,TSPYL2,,TRUE,-0.5498985199959326,5.113503102956914,16.99020101721494,0.0031592588992641274,0.015882057206338538
ENSG00000184206,untrt,ENSG00000184206,GOLGA6L4,NA,protein_coding,84904525,84914120,15,1,NA,GOLGA6L4,,TRUE,0.07923092953712092,4.368453478763716,0.6634086002391245,0.43836030953521465,0.577589665728289
ENSG00000184207,untrt,ENSG00000184207,PGP,NA,protein_coding,2261998,2264808,16,-1,NA,PGP,,TRUE,0.24350644571755573,2.5465360729400732,4.4948835319649545,0.06596365329183448,0.1463551326728554
ENSG00000184208,untrt,ENSG00000184208,C22orf46,NA,protein_coding,42084943,42094140,22,1,NA,NA,,TRUE,-0.08551367774020449,4.325779918217837,1.2351974564966917,0.29790453992484656,0.4384868486915995
ENSG00000184209,untrt,ENSG00000184209,SNRNP35,NA,protein_coding,123942188,123957701,12,1,NA,SNRNP35,,TRUE,0.06524429927122766,3.1973531031211273,0.5296411948805723,0.48700581066647164,0.6227136595882253
ENSG00000184216,untrt,ENSG00000184216,IRAK1,NA,protein_coding,153275951,153285431,X,-1,NA,IRAK1,,TRUE,0.25153865072269793,6.884233322397507,7.1652182064367285,0.02744712021762531,0.0762201981841152
ENSG00000184220,untrt,ENSG00000184220,CMSS1,NA,protein_coding,99536678,99897447,3,1,NA,CMSS1,,TRUE,0.21908412536988084,2.936063611689345,4.660542267829719,0.06206800187764288,0.13973635819951094
ENSG00000184226,untrt,ENSG00000184226,PCDH9,NA,protein_coding,66876967,67804468,13,-1,NA,PCDH9,,TRUE,0.5524945121496293,0.5370151148764043,3.356040710006812,0.10340958976886228,0.20369834590709965
ENSG00000184227,untrt,ENSG00000184227,ACOT1,NA,protein_coding,74003818,74010498,14,1,NA,ACOT1,,TRUE,0.8545964797223315,3.3406893841936323,41.477572776903955,1.7959962528382714e-4,0.0020548158277803384
ENSG00000184232,untrt,ENSG00000184232,OAF,NA,protein_coding,120081475,120101041,11,1,NA,OAF,,TRUE,-0.2523472165843835,5.802451283458723,3.3300473335228253,0.10453932696640099,0.2053395808173288
ENSG00000184254,untrt,ENSG00000184254,ALDH1A3,NA,protein_coding,101417919,101456831,15,1,NA,ALDH1A3,,TRUE,-1.036653834705566,4.717464967455222,201.75680134708367,4.596878815225921e-7,5.119572867922239e-5
ENSG00000184258,untrt,ENSG00000184258,CDR1,NA,protein_coding,139865425,139866723,X,-1,NA,NA,,TRUE,0.012231747041658267,1.1855232732322445,0.0016971673391181026,0.9681241981347917,0.9808108129449551
ENSG00000184271,untrt,ENSG00000184271,POU6F1,NA,protein_coding,51580719,51611477,12,-1,NA,POU6F1,,TRUE,-0.3350873913633999,3.7242841879460524,13.442769068667287,0.006072204001402124,0.025549780958079322
ENSG00000184277,untrt,ENSG00000184277,TM2D3,NA,protein_coding,102161847,102192594,15,-1,NA,TM2D3,,TRUE,0.04306309696775601,4.644409861121236,0.29850864687043166,0.5993584983298832,0.7180219230029878
ENSG00000184281,untrt,ENSG00000184281,TSSC4,NA,protein_coding,2421718,2425106,11,1,NA,TSSC4,,TRUE,0.1463539270811058,3.964383974733282,2.6091959613118396,0.1439684468135428,0.2588733751781057
ENSG00000184292,untrt,ENSG00000184292,TACSTD2,NA,protein_coding,59041099,59043166,1,-1,NA,TACSTD2,,TRUE,0.3705210170176874,0.27195568793909985,1.2176332950853423,0.30115107151530324,0.4422028365252369
ENSG00000184304,untrt,ENSG00000184304,PRKD1,NA,protein_coding,30045687,30661104,14,-1,NA,PRKD1,,TRUE,0.7114830224895811,5.184501428562507,92.91069841593072,9.373364582444927e-6,2.9385866996066516e-4
ENSG00000184307,untrt,ENSG00000184307,ZDHHC23,NA,protein_coding,113666748,113684248,3,1,NA,ZDHHC23,,TRUE,1.6971983553167602,2.2384197304819153,89.9014705151939,1.0627655843762126e-5,3.1815046422510455e-4
ENSG00000184319,untrt,ENSG00000184319,RPL23AP82,NA,pseudogene,51195376,51239737,22,1,NA,NA,,TRUE,-0.49374829894814914,5.206146646658153,39.234894471893924,2.178572799130218e-4,0.0023458601747082465
ENSG00000184343,untrt,ENSG00000184343,SRPK3,NA,protein_coding,153041867,153051187,X,1,NA,SRPK3,,TRUE,-0.23408668806213548,1.1349352390196823,1.714003897062761,0.22596744355808798,0.35919328337220374
ENSG00000184347,untrt,ENSG00000184347,SLIT3,NA,protein_coding,168088745,168728133,5,-1,NA,SLIT3,,TRUE,-0.12556635248279835,9.313699416555233,2.3513582528291845,0.1627828635091502,0.2828982850552953
ENSG00000184349,untrt,ENSG00000184349,EFNA5,NA,protein_coding,106712590,107006596,5,-1,NA,EFNA5,,TRUE,0.1722341345234291,3.4472875341326015,2.325280450806552,0.16486444930991911,0.2858296559666636
ENSG00000184371,untrt,ENSG00000184371,CSF1,NA,protein_coding,110452864,110473614,1,1,NA,CSF1,,TRUE,0.37906864899989257,7.161424639245251,17.262865140000073,0.0030169164757153787,0.01534080836278516
ENSG00000184374,untrt,ENSG00000184374,COLEC10,NA,protein_coding,120007691,120118821,8,1,NA,COLEC10,,TRUE,-1.0046551701988342,-0.030795776089766365,14.85948256402461,0.004639365969264284,0.020926990034524397
ENSG00000184378,untrt,ENSG00000184378,ACTRT3,NA,protein_coding,169484709,169487683,3,-1,NA,ACTRT3,,TRUE,0.071349341876395,1.8386544059363732,0.10906058536557729,0.7494919192344138,0.8328395720741713
ENSG00000184381,untrt,ENSG00000184381,PLA2G6,NA,protein_coding,38507502,38601697,22,-1,NA,PLA2G6,,TRUE,0.2100160426238666,3.8627713436471107,4.227890987986815,0.07292452060138946,0.15737072020294424
ENSG00000184384,untrt,ENSG00000184384,MAML2,NA,protein_coding,95709762,96076344,11,-1,NA,MAML2,,TRUE,0.07543292765004965,5.637433544469503,0.8416598812965568,0.3850979280168073,0.5262630514497746
ENSG00000184402,untrt,ENSG00000184402,SS18L1,NA,protein_coding,60718822,60757540,20,1,NA,SS18L1,,TRUE,-0.2546245408194289,3.3227630103750436,4.62783226410351,0.06281324055512633,0.14099558408469934
ENSG00000184408,untrt,ENSG00000184408,KCND2,NA,protein_coding,119913722,120390385,7,1,NA,KCND2,,TRUE,-1.8113210034146094,1.3966062527448033,43.46998139217299,1.555057472203538e-4,0.001851014124070818
ENSG00000184428,untrt,ENSG00000184428,TOP1MT,NA,protein_coding,144386554,144442149,8,-1,NA,TOP1MT,,TRUE,-0.016284475113259134,3.6146566706047807,0.037263056147547824,0.8516238145842661,0.90371540985268
ENSG00000184432,untrt,ENSG00000184432,COPB2,NA,protein_coding,139074442,139108574,3,-1,NA,COPB2,,TRUE,-0.10881287158895571,7.679557252761733,2.204777581315783,0.1749579838610703,0.29845553245195006
ENSG00000184436,untrt,ENSG00000184436,THAP7,NA,protein_coding,21353393,21356485,22,-1,NA,THAP7,,TRUE,-0.2878540451151113,3.551436800412101,11.00487516025639,0.010212152824278044,0.037187152458107844
ENSG00000184441,untrt,ENSG00000184441,AP001062.7,NA,antisense,45751117,45755734,21,1,NA,NA,,TRUE,-0.03907432924001417,1.034237817923099,0.036476542392460856,0.8531772627154608,0.904761025836092
ENSG00000184445,untrt,ENSG00000184445,KNTC1,NA,protein_coding,123011793,123110943,12,1,NA,KNTC1,,TRUE,-0.01995659973388995,3.3069066492867707,0.05029584603627981,0.8280339041404611,0.8866582368951109
ENSG00000184451,untrt,ENSG00000184451,CCR10,NA,protein_coding,40830907,40835935,17,-1,NA,CCR10,,TRUE,-0.4120903122789674,0.2515758762233235,1.9968632140461322,0.1944358667603373,0.3232075242108147
ENSG00000184465,untrt,ENSG00000184465,WDR27,NA,protein_coding,169857307,170102159,6,-1,NA,WDR27,,TRUE,-0.46617901315544263,4.33673979331849,33.99575986599028,3.5572184606355735e-4,0.003322713267101592
ENSG00000184470,untrt,ENSG00000184470,TXNRD2,NA,protein_coding,19863040,19929341,22,-1,NA,TXNRD2,,TRUE,0.2147342697481851,3.8991412629846085,6.358139890265636,0.03503704058321233,0.09110202584950851
ENSG00000184481,untrt,ENSG00000184481,FOXO4,NA,protein_coding,70316047,70323385,X,1,NA,FOXO4,,TRUE,0.04356732249702579,4.757189888858524,0.19936145302886635,0.6667874291374375,0.7711878428789274
ENSG00000184489,untrt,ENSG00000184489,PTP4A3,NA,protein_coding,142402093,142441620,8,1,NA,PTP4A3,,TRUE,-0.35131753459911447,0.61869421429993,1.8962105079937843,0.20491700595005014,0.33508356450650756
ENSG00000184497,untrt,ENSG00000184497,TMEM255B,NA,protein_coding,114462216,114514926,13,1,NA,TMEM255B,,TRUE,0.3947595431534038,0.3923651772861129,4.3873903723422085,0.06866876558583912,0.15059470679152764
ENSG00000184500,untrt,ENSG00000184500,PROS1,NA,protein_coding,93591881,93692910,3,-1,NA,PROS1,,TRUE,0.2367871955666069,5.824301674427626,8.034336925955097,0.021447248664471903,0.06325349670932955
ENSG00000184508,untrt,ENSG00000184508,HDDC3,NA,protein_coding,91474148,91475799,15,-1,NA,HDDC3,,TRUE,-0.29063434598057303,0.9800621669359577,3.2664504296741543,0.10740631334082827,0.20939053869058466
ENSG00000184517,untrt,ENSG00000184517,ZFP1,NA,protein_coding,75182390,75206134,16,1,NA,ZFP1,,TRUE,-0.5162791787222253,3.100091653557798,30.526457973822424,5.100900044916386e-4,0.004246572614497562
ENSG00000184524,untrt,ENSG00000184524,CEND1,NA,protein_coding,787104,790123,11,-1,NA,CEND1,,TRUE,-0.17305460750383103,1.0949625273768113,0.8698475229430034,0.3776315633797991,0.5191763835357953
ENSG00000184530,untrt,ENSG00000184530,C6orf58,NA,protein_coding,127840600,127912962,6,1,NA,C6orf58,,TRUE,-0.05899529670488986,-0.6679401974152301,0.034696308476488275,0.8567682095594416,0.9073003860259103
ENSG00000184545,untrt,ENSG00000184545,DUSP8,NA,protein_coding,1575274,1593150,11,-1,NA,DUSP8,,TRUE,-1.6496820659854878,-0.009517279919779024,18.237379472543083,0.0025745096595454686,0.013680955218721282
ENSG00000184551,untrt,ENSG00000184551,AC132872.1,NA,pseudogene,80206943,80209703,17,1,NA,NA,,TRUE,0.016324072075974604,-0.5935151105068898,0.0018074202057107355,0.9671083881791773,0.9803843950005767
ENSG00000184557,untrt,ENSG00000184557,SOCS3,NA,protein_coding,76352864,76356158,17,-1,NA,SOCS3,,TRUE,-0.11281979895442623,5.768584300792531,1.9092024098066225,0.2035093285199751,0.33347973721670165
ENSG00000184564,untrt,ENSG00000184564,SLITRK6,NA,protein_coding,86366925,86373623,13,-1,NA,SLITRK6,,TRUE,-3.0028361368431375,1.1593645221781381,146.17576110048216,1.6487007009828237e-6,1.0296944064255862e-4
ENSG00000184575,untrt,ENSG00000184575,XPOT,NA,protein_coding,64798130,64844907,12,1,NA,XPOT,,TRUE,-0.5942675200209026,7.3386127014913125,45.83826294579022,1.2638939829243882e-4,0.001607729678279058
ENSG00000184584,untrt,ENSG00000184584,TMEM173,NA,protein_coding,138855119,138862520,5,-1,NA,STING1,,TRUE,0.5397323623275421,5.874804143443178,19.74886276130475,0.0020268456926393823,0.011503757840689523
ENSG00000184588,untrt,ENSG00000184588,PDE4B,NA,protein_coding,66258197,66840259,1,1,NA,PDE4B,,TRUE,-0.11809169041966978,3.644322677433216,0.6116288077046703,0.45615149029217983,0.5940281986848491
ENSG00000184602,untrt,ENSG00000184602,SNN,NA,protein_coding,11762270,11773015,16,1,NA,SNN,,TRUE,0.14694789408806255,5.042688704720342,1.0104158296178287,0.34352626792650587,0.48444861176182363
ENSG00000184616,untrt,ENSG00000184616,AC004166.6,NA,pseudogene,74320406,74331163,7,-1,NA,SPDYE12,,TRUE,-0.07315563380761056,0.583554455215248,0.15994861796014728,0.6994190194167668,0.7966064008604326
ENSG00000184634,untrt,ENSG00000184634,MED12,NA,protein_coding,70338406,70362303,X,1,NA,MED12,,TRUE,-0.25126046579221967,5.906265660132683,10.746256453581156,0.01083639914821776,0.03879957123078148
ENSG00000184635,untrt,ENSG00000184635,ZNF93,NA,protein_coding,20011722,20046384,19,1,NA,ZNF93,,TRUE,-0.42394091147006824,0.9301410071132394,7.023885809865261,0.028618872268086654,0.07861462369837717
ENSG00000184640,untrt,ENSG00000184640,SEPT9,NA,protein_coding,75276651,75496678,17,1,NA,SEPTIN9,,TRUE,-0.43930081660866177,8.61523391197588,39.52428979791908,2.1238395603074447e-4,0.0023069189574215832
ENSG00000184661,untrt,ENSG00000184661,CDCA2,NA,protein_coding,25316513,25365436,8,1,NA,CDCA2,,TRUE,-0.22524972613988584,0.9011231701744523,1.1375254570662945,0.31655738380815707,0.45754989127073303
ENSG00000184674,untrt,ENSG00000184674,GSTT1,NA,protein_coding,24376133,24384680,22,-1,NA,NA,,TRUE,-0.0157451440454819,4.292404776540554,0.021102185273230534,0.8873921367870714,0.9279785809669617
ENSG00000184675,untrt,ENSG00000184675,AMER1,NA,protein_coding,63404997,63425624,X,-1,NA,AMER1,,TRUE,-0.04801341478661333,2.872516561703592,0.2309378975402316,0.6433826313987561,0.7528110930612437
ENSG00000184677,untrt,ENSG00000184677,ZBTB40,NA,protein_coding,22778344,22857650,1,1,NA,ZBTB40,,TRUE,-0.07127109851234953,5.323293781702881,0.7788793341593967,0.40260139173712217,0.5428693391588695
ENSG00000184678,untrt,ENSG00000184678,HIST2H2BE,NA,protein_coding,149856010,149858232,1,-1,NA,H2BC21,,TRUE,0.06241866158783531,3.085228373601167,0.11034264636408776,0.7480825029756704,0.832012801850781
ENSG00000184702,untrt,ENSG00000184702,SEPT5,NA,protein_coding,19701987,19712295,22,1,NA,SEPTIN5,,TRUE,-0.5080259869954302,3.8095656190371145,15.588379378752592,0.004039173513961144,0.018925530268709967
ENSG00000184708,untrt,ENSG00000184708,EIF4ENIF1,NA,protein_coding,31832963,31892094,22,-1,NA,EIF4ENIF1,,TRUE,0.13848590217002688,4.372995210570915,3.1668586197758057,0.1120910236953339,0.21630457329115324
ENSG00000184719,untrt,ENSG00000184719,RNLS,NA,protein_coding,90033621,90344287,10,-1,NA,RNLS,,TRUE,-0.05348955571883141,2.9056223330792657,0.28713154265426344,0.6062829877561391,0.7238725754136764
ENSG00000184743,untrt,ENSG00000184743,ATL3,NA,protein_coding,63391559,63439393,11,-1,NA,ATL3,,TRUE,0.7420537608404802,7.35017485844819,69.29458928919868,2.8214030013083162e-5,5.768121206525833e-4
ENSG00000184752,untrt,ENSG00000184752,NDUFA12,NA,protein_coding,95290831,95397546,12,-1,NA,NDUFA12,,TRUE,-0.015190705354073552,3.8761173085358367,0.028492814208551664,0.870043016982104,0.9158644735491878
ENSG00000184779,untrt,ENSG00000184779,RPS17,NA,protein_coding,82821158,82824972,15,-1,NA,NA,,TRUE,-0.024571371256346834,9.085495011589412,0.0869596718172633,0.775403201134617,0.8516013641314332
ENSG00000184785,untrt,ENSG00000184785,SMIM10,NA,protein_coding,134124968,134126501,X,1,NA,SMIM10,,TRUE,0.5615976849836303,3.7029035140634683,28.766004224355516,6.204038029154238e-4,0.004910810618902107
ENSG00000184787,untrt,ENSG00000184787,UBE2G2,NA,protein_coding,46188955,46221934,21,-1,NA,UBE2G2,,TRUE,0.09665323919932681,6.153396835387642,2.410521144448338,0.1581893195240012,0.27707991503966756
ENSG00000184788,untrt,ENSG00000184788,SATL1,NA,protein_coding,84347293,84364054,X,-1,NA,SATL1,,TRUE,0.9248484146082695,1.806050408287063,41.982462852259935,1.7220382333608294e-4,0.001988773089521724
ENSG00000184792,untrt,ENSG00000184792,OSBP2,NA,protein_coding,31089769,31303811,22,1,NA,OSBP2,,TRUE,-0.5356113788100084,-0.014006747714702419,2.7339410421127974,0.13593118783794864,0.24866070497440498
ENSG00000184831,untrt,ENSG00000184831,APOO,NA,protein_coding,23851470,23926057,X,-1,NA,APOO,,TRUE,-0.1196028781650662,1.6720656131609408,0.8468846110361842,0.38369727755784955,0.5251149645429503
ENSG00000184838,untrt,ENSG00000184838,PRR16,NA,protein_coding,119799973,120023027,5,1,NA,PRR16,,TRUE,0.31338104097131814,3.6180546702524294,4.2702757281447,0.07175877647672557,0.15544481422311365
ENSG00000184840,untrt,ENSG00000184840,TMED9,NA,protein_coding,177019159,177023125,5,1,NA,TMED9,,TRUE,0.008604158778529365,7.160973048552054,0.01060802499427827,0.9204399008080557,0.9497813826790914
ENSG00000184857,untrt,ENSG00000184857,TMEM186,NA,protein_coding,8874241,8891505,16,-1,NA,TMEM186,,TRUE,0.07534523500740031,1.9397027728664697,0.3894222373868865,0.5495583317350554,0.6764252253815977
ENSG00000184863,untrt,ENSG00000184863,RBM33,NA,protein_coding,155437145,155574179,7,1,NA,RBM33,,TRUE,0.15489826638434742,5.68632417102863,3.785703852338853,0.08667037417435677,0.1789824143024904
ENSG00000184867,untrt,ENSG00000184867,ARMCX2,NA,protein_coding,100910267,100914876,X,-1,NA,ARMCX2,,TRUE,-0.4097106591516314,6.079353425172385,36.72504979528651,2.7352776268448395e-4,0.0027703549621085582
ENSG00000184886,untrt,ENSG00000184886,PIGW,NA,protein_coding,34890847,34895159,17,1,NA,NA,,TRUE,0.17199366052318177,2.0107745182338554,1.2322386339685165,0.29844664653423336,0.43924239992926256
ENSG00000184887,untrt,ENSG00000184887,BTBD6,NA,protein_coding,105714827,105717430,14,1,NA,BTBD6,,TRUE,0.2277464921174431,4.936070570610628,11.827897172520819,0.008502863179034868,0.03252079706755747
ENSG00000184897,untrt,ENSG00000184897,H1FX,NA,protein_coding,129033615,129035120,3,-1,NA,H1-10,,TRUE,0.11222461958860035,4.098550542456616,2.066615123525522,0.18757989868429154,0.31446289120484494
ENSG00000184898,untrt,ENSG00000184898,RBM43,NA,protein_coding,152104454,152118393,2,-1,NA,RBM43,,TRUE,-0.7123826664209312,5.140819396269402,92.16471421953332,9.664982081996386e-6,3.006337981208485e-4
ENSG00000184900,untrt,ENSG00000184900,SUMO3,NA,protein_coding,46225532,46238694,21,-1,NA,SUMO3,,TRUE,0.14028912052002981,6.248659478822045,5.34792600450634,0.04871476780197961,0.11696538399130517
ENSG00000184903,untrt,ENSG00000184903,IMMP2L,NA,protein_coding,110303110,111202573,7,-1,NA,IMMP2L,,TRUE,-0.023922367961274674,2.3813325508478265,0.030654997368976627,0.8652564827324218,0.9130472971207767
ENSG00000184916,untrt,ENSG00000184916,JAG2,NA,protein_coding,105607318,105635161,14,-1,NA,JAG2,,TRUE,-1.1424853694165444,0.5473977465027627,18.379505624882302,0.0025149522471770145,0.013445484886237015
ENSG00000184922,untrt,ENSG00000184922,FMNL1,NA,protein_coding,43298811,43324687,17,1,NA,FMNL1,,TRUE,-0.455696096015991,4.021369579825549,22.093799724047344,0.0014390506600346778,0.00900235407795676
ENSG00000184923,untrt,ENSG00000184923,NUTM2A,NA,protein_coding,88985205,88996665,10,1,NA,NUTM2A,,TRUE,-0.07586499207712909,3.2697811964796353,0.6132865573016423,0.45556285376675043,0.593528632942512
ENSG00000184924,untrt,ENSG00000184924,PTRHD1,NA,protein_coding,25012603,25016251,2,-1,NA,PTRHD1,,TRUE,0.0310022669562371,2.428098932942193,0.07263671657976623,0.7941906494837078,0.8641306472417524
ENSG00000184939,untrt,ENSG00000184939,ZFP90,NA,protein_coding,68563993,68609975,16,1,NA,ZFP90,,TRUE,-0.337144651839267,5.155453986943374,22.30802808903197,0.0013966458615978917,0.00883517569946561
ENSG00000184949,untrt,ENSG00000184949,FAM227A,NA,protein_coding,38974125,39052634,22,-1,NA,FAM227A,,TRUE,-0.7853390600052439,1.3138186534225313,19.20546793020874,0.0022044175437080636,0.012305486786223141
ENSG00000184961,untrt,ENSG00000184961,AL772307.1,NA,pseudogene,42128839,42129419,9,-1,NA,RPL7AP49,,TRUE,-0.7820779156657053,0.7109384127183318,18.63194999907893,0.002413986790167844,0.01309885983652916
ENSG00000184967,untrt,ENSG00000184967,NOC4L,NA,protein_coding,132628993,132637013,12,1,NA,NOC4L,,TRUE,0.15757903454722097,2.9558470732796076,2.339234844325062,0.16374661795460527,0.28423200409210286
ENSG00000184979,untrt,ENSG00000184979,USP18,NA,protein_coding,18632666,18660164,22,1,NA,USP18,,TRUE,0.3485678287012617,2.128676252348419,8.50999026177502,0.018858915962508077,0.05767033326015815
ENSG00000184983,untrt,ENSG00000184983,NDUFA6,NA,protein_coding,42481529,42486959,22,-1,NA,NDUFA6,,TRUE,0.020858345286764963,4.812520348355098,0.09063315471126066,0.7708627667631063,0.8481940322971694
ENSG00000184985,untrt,ENSG00000184985,SORCS2,NA,protein_coding,7194265,7744554,4,1,NA,SORCS2,,TRUE,1.1901973243632131,1.6285124149075738,60.8067209033123,4.570617481004471e-5,7.886419718578245e-4
ENSG00000184986,untrt,ENSG00000184986,TMEM121,NA,protein_coding,105992940,105996539,14,1,NA,TMEM121,,TRUE,0.012999507599896558,0.7048646147248535,0.00404027294135544,0.9508399494025734,0.9700224345946468
ENSG00000184988,untrt,ENSG00000184988,TMEM106A,NA,protein_coding,41363854,41372061,17,1,NA,TMEM106A,,TRUE,-0.8494309368941385,1.4330879578876734,32.32801295143679,4.21583287768836e-4,0.0037176829684421276
ENSG00000184990,untrt,ENSG00000184990,SIVA1,NA,protein_coding,105219437,105234831,14,1,NA,SIVA1,,TRUE,-0.017725276569102975,4.714991112510945,0.025088452993914,0.8779764208112399,0.9213054278078545
ENSG00000184992,untrt,ENSG00000184992,BRI3BP,NA,protein_coding,125478246,125515777,12,1,NA,BRI3BP,,TRUE,0.21038825976169498,2.4560191694367703,3.4620761040099217,0.09890757797398447,0.19754227323973872
ENSG00000184995,untrt,ENSG00000184995,IFNE,NA,protein_coding,21480841,21482312,9,-1,NA,IFNE,,TRUE,-0.5719033101869412,-0.38181463781752667,3.242776860218719,0.10858451026200204,0.21117559047901388
ENSG00000185000,untrt,ENSG00000185000,DGAT1,NA,protein_coding,145539954,145550573,8,-1,NA,DGAT1,,TRUE,0.2199558647468553,3.7291528218887597,7.010902223789937,0.028724716118647617,0.07882854654401027
ENSG00000185008,untrt,ENSG00000185008,ROBO2,NA,protein_coding,75955846,77699115,3,1,NA,ROBO2,,TRUE,-0.5460434156862582,1.55229765696973,5.011069673107447,0.05474847611455914,0.1274090421635127
ENSG00000185009,untrt,ENSG00000185009,AP3M1,NA,protein_coding,75881524,75910821,10,-1,NA,AP3M1,,TRUE,0.10562173503419274,5.790739167695203,2.6639973935192893,0.1403456211054198,0.25434050543069137
ENSG00000185010,untrt,ENSG00000185010,F8,NA,protein_coding,154064063,154255215,X,-1,NA,F8,,TRUE,-0.08335727652737308,3.4590589788009045,0.773817858474475,0.40406798671733213,0.544201839869787
